BSG	AF	Ani	Ecc	EqD	prolif1	prolif2	alp	ars	vAF	vAni	vEcc	vEqD	tlength	tvolume	tnodes	scr	ulength	uarea	uvolume	vlength	varea	vvolume
10	0.000057	0.754784	0.868783	5.97082	1.635812	0.393629	1.744032	0.672544	1.284503	0.44653	0.014534	0.739271	1.214604	1.014539	1.508854	0.231192	0.19608	1.735702	2.281488	0.355465	1.923391	3.006795
5	0.00008	0.273048	0.52254	4.06843	1.131188	0.749987	1.744032	0.103117	0.804512	0.425187	0.392344	1.085047	1.204795	0.374854	1.299069	0.875376	0.818796	1.702695	1.625618	0.904578	1.530742	2.029086
10	0.000027	0.458996	0.677492	2.76395	1.131188	0.761856	0.781326	0.141096	1.106904	0.375399	0.356508	0.633327	1.032565	0.023501	1.814516	0.707232	0.144493	1.607167	2.265353	0.922508	1.743285	2.722755
5	0.000015	0.393441	0.627248	4.22201	0.129915	0.753666	0.504011	0.141096	1.564657	0.157876	0.391149	1.1975	1.167751	1.653149	1.299912	0.748354	0.099118	3.611975	1.589117	0.903311	2.819309	4.432739
10	0.000015	0.8284	0.910165	8.95623	0.081302	0.758311	0.754927	0.583324	0.309847	0.670913	0.39369	0.812256	2.662927	1.082733	0.556179	0.875376	0.716855	2.209325	0.013031	0.912093	1.659787	0.567312
5	0.000051	0.272322	0.521845	4.06843	0.68506	1.468289	0.785633	0.635605	0.646552	0.400578	0.395373	1.080491	1.167523	1.589894	1.300228	0.231192	0.782607	1.720281	1.542933	0.903092	1.468823	2.101677
20	0.000061	0.333333	0.57735	6.07651	1.725923	0.393629	0.317128	0.65772	0.174585	0.031634	0.399528	0.776592	0.899821	1.095169	0.762227	0.068638	0.654981	2.970183	2.730059	0.897343	2.105227	1.950822
5	0.000015	0.143072	0.378248	2.98541	0.190532	0.662668	0.10768	0.670776	0.033056	0.661321	0.165326	1.094159	0.170783	1.163644	1.298948	0.74779	0.805015	2.470613	1.76967	0.90311	2.000039	2.913357
5	0.000022	0.43879	0.662412	8.21472	1.077121	0.393629	0.485814	0.103117	0.805253	0.322748	0.419666	0.812384	1.165122	1.157202	1.303291	0.748696	0.716131	1.910977	1.713935	0.617114	1.811163	1.628771
10	0.000027	0.64287	0.801791	6.57952	0.670499	0.782711	0.413272	0.983482	0.965277	0.22971	0.381646	0.81725	1.2461	1.075938	1.446442	0.720664	0.627511	1.574764	2.724965	0.912159	1.96471	1.938067
5	0.000077	0.42182	0.649477	5.52791	0.685165	0.753251	0.246467	0.983482	0.80439	0.361509	0.390883	1.006887	1.075077	1.160473	1.300961	0.747465	0.761417	2.094243	1.629406	0.288357	1.651563	1.943071
5	0.000084	0.483297	0.695195	3.38514	0.686688	0.296274	0.789213	0.645683	0.804746	0.514249	0.41491	0.908347	0.065577	0.64911	1.298646	0.747194	0.496754	0.161595	1.774638	0.444157	0.542067	0.139014
10	0.000092	0.676563	0.822535	4.78731	0.174498	0.517197	0.485814	0.103117	0.662906	0.364299	0.373508	0.627492	1.134044	2.126001	1.74315	1.677044	0.777332	2.27464	0.641036	0.816315	2.199822	1.214686
20	0.000061	0.146235	0.382407	6.48204	0.166287	0.159977	0.10768	0.657483	0.681563	0.353324	0.39369	0.582527	1.529605	0.783803	1.286588	0.707203	0.683624	3.181717	1.89528	1.880227	1.99085	1.931293
20	0.000163	0.873229	0.934467	7.04673	0.622567	0.788392	1.579502	1.010371	0.90839	0.34915	0.326849	1.080491	0.933019	0.978883	1.695902	0.701689	0.67231	2.96701	2.732119	0.831863	2.047315	1.990677
5	0.000058	0.549895	0.741549	5.17088	0.685927	0.490985	0.504011	0.103117	0.881466	0.394966	0.11079	0.618043	1.525361	1.159844	1.299972	1.677044	0.767112	2.49032	1.67845	0.902041	2.127944	2.163175
10	0.000092	0.533333	0.730297	5.04627	0.409549	1.28032	1.570966	0.78463	1.1821	0.420561	0.104302	0.855419	1.140914	1.068288	1.537833	0.231192	1.155478	1.472767	2.209283	0.909782	1.594693	1.628622
20	0.000027	0.641111	0.800694	11.5624	0.673478	0.490985	0.850559	0.917147	0.988954	0.396656	0.014534	0.780524	1.123354	0.959541	1.603282	0.675745	0.89439	2.476783	1.414703	0.424515	2.317984	1.784075
20	0.000186	0.47791	0.69131	6.86366	0.263277	0.844507	0.317128	0.103117	0.850267	0.53278	0.345922	1.053034	1.871473	1.778911	1.308601	0.703841	0.675763	3.064128	2.042093	1.357303	1.940466	2.007558
20	0.000015	0.843459	0.9184	14.6689	0.481507	0.790261	0.846805	0.141096	0.850813	0.176678	0.379849	0.705237	1.399263	0.09316	1.213293	0.66317	0.639516	2.422778	0.45058	0.789992	1.996375	0.238095
20	0.000129	0.706347	0.840444	6.86366	0.613288	0.78915	1.170158	0.656677	0.864493	0.415875	0.356508	0.763342	0.975016	0.947335	2.204194	0.70399	2.273729	2.855642	2.425617	1.164405	2.001802	1.996213
5	0.000099	0.618547	0.786477	6.67558	0.688419	1.233323	0.752062	0.626647	2.008655	0.469571	0.474958	0.819058	0.16933	6.369537	1.304223	0.068638	0.332626	2.020918	1.526084	0.468224	0.677716	0.002881
5	0.000131	0.639946	0.799966	5.6419	0.190532	0.662668	0.78463	0.917147	2.070096	0.463736	0.392864	0.786871	2.644882	0.020796	0.115089	0.745072	0.7617	2.162112	1.434209	0.900598	0.424402	1.161804
5	0.000055	0.272824	0.522326	4.06843	0.684948	0.865223	0.771747	0.632461	0.188493	0.612551	0.389774	0.764904	1.60126	6.369537	1.301619	0.744526	0.775815	1.583793	1.471985	0.640875	2.656319	2.342857
5	0.000161	0.649388	0.805846	1.95441	1.077121	0.750264	0.796802	0.61461	1.216184	0.448624	0.522848	1.085047	1.170134	1.16532	1.297061	0.231192	0.104908	0.743357	1.565223	0.370982	0.460537	0.616732
20	0.000151	0.932927	0.965881	2.76395	0.75253	1.444785	1.170158	0.141096	0.726087	0.684121	0.472336	0.719935	0.01376	0.741604	1.417281	0.728079	0.42542	3.447988	3.29889	1.027317	2.049665	1.691194
20	0.000053	0.859211	0.926937	6.86366	1.725923	1.468289	0.10768	0.657323	1.448499	0.420817	0.034351	0.731288	1.219885	1.237865	0.115089	0.701948	0.092906	3.124546	2.563158	0.180028	1.956766	1.968637
10	0.000107	0.475908	0.689861	5.29257	0.613288	0.471514	0.118987	0.983482	0.775784	0.530284	0.466995	0.780135	1.170879	0.435558	1.599437	0.536509	1.210641	1.287984	0.458752	0.807465	2.061877	1.157252
5	0.000051	0.137895	0.371342	2.98541	0.251155	0.551948	0.793566	1.010371	1.236664	0.404232	0.392052	0.742248	1.525361	1.160992	0.556179	0.748617	0.655092	2.396236	1.639275	2.198857	1.555121	2.500488
20	0.000079	0.976865	0.988365	4.51352	0.641858	0.788839	0.795647	0.78463	0.965831	0.4238	0.296959	0.53028	1.003754	0.682357	1.436992	0.875376	1.034511	3.162551	2.80262	0.444157	2.14381	1.787326
5	0.00008	0.625	0.790569	2.76395	0.522737	0.750495	1.570966	0.633015	0.803387	0.402093	0.39096	0.75194	0.121252	1.162926	1.298456	0.74809	0.943762	1.702587	1.678737	0.90412	1.60216	2.249501
10	0.000073	0.824278	0.907897	6.38308	0.160532	0.785253	1.170158	0.78463	1.14178	0.404876	0.406129	1.085047	1.24127	0.435558	1.403812	0.231192	0.229451	0.416644	2.42142	0.913471	1.320289	1.071455
20	0.000125	0.923013	0.960736	6.07651	0.115259	0.517197	1.570966	0.658482	1.031859	0.411327	0.248179	0.924142	1.037173	0.79282	0.556179	0.068638	0.01995	3.148863	3.034411	0.914979	2.039046	1.966039
10	0.000103	0.149045	0.386063	5.75363	0.914921	1.244554	1.014114	0.917147	1.165754	0.085171	0.543019	1.584776	1.231697	1.071465	1.576424	1.677044	0.569709	1.542711	2.230158	0.91296	2.285104	1.808411
10	0.000161	0.475908	0.689861	5.29257	0.115259	0.76358	1.014114	0.917147	0.265677	0.364299	0.270252	0.826806	1.195694	1.069594	1.526987	0.632116	0.793953	0.64429	2.635188	0.910931	1.686367	1.682407
20	0.000068	0.721844	0.849614	1.95441	0.647021	0.551948	1.720156	0.141096	0.287227	0.430115	0.201874	0.892679	0.865378	0.733579	1.502229	0.632116	0.733382	3.303636	3.875364	1.057501	1.964076	1.719928
5	0.00012	0.625	0.790569	2.25676	0.534058	0.749292	1.170158	0.627679	0.801732	0.170089	0.196131	0.748102	1.166467	6.369537	1.299841	0.743033	1.104315	1.868566	1.517288	0.310183	2.43637	2.078673
20	0.000117	0.271717	0.521265	4.65243	0.770742	0.78872	0.783207	0.659482	0.788691	0.419616	0.413093	0.53028	0.791847	1.851577	1.589978	1.677044	0.375363	3.218428	3.073995	1.03074	2.120605	1.7449
5	0.000058	0.462294	0.679922	7.81764	0.688609	0.756138	0.246467	0.78463	0.806925	0.469857	0.471995	1.130361	1.165546	1.15922	1.302447	0.875376	0.760995	2.577276	1.632956	0.221492	0.746155	0.564502
5	0.000062	0.417494	0.646138	6.9558	0.689305	1.468289	0.772556	0.673895	0.105654	0.562822	0.390937	1.085047	1.165496	1.160717	6.290345	0.740619	0.655092	1.851743	1.588146	0.90428	3.112446	2.100455
20	0.000034	0.898304	0.947789	9.64088	0.721851	0.583279	1.018454	0.141096	0.164344	0.472925	0.406958	0.727127	1.207924	1.034268	1.117993	0.690739	0.735185	0.039083	0.825934	0.104612	2.108038	2.152453
20	0.000027	0.333333	0.57735	2.25676	1.131188	1.468289	0.504011	0.917147	0.912047	0.429075	0.506031	0.782986	1.231281	2.059122	5.408166	0.733738	0.83757	2.836634	1.32951	2.862156	2.633248	1.535681
5	0.000058	0.475805	0.689786	3.38514	0.477464	0.189886	0.118987	0.983482	0.803622	0.283027	0.508641	0.761601	1.169293	1.163012	1.298967	0.632116	0.795168	0.879988	1.142334	0.232285	1.856631	2.107968
20	0.000023	0.75817	0.870729	2.25676	0.514788	1.233323	1.332987	0.653546	0.033056	0.431917	0.401827	0.781953	0.914059	1.170079	1.11784	0.068638	0.533278	0.879988	0.458752	1.519468	5.600282	5.792149
20	0.000083	0.801353	0.895183	13.2073	0.914921	1.244554	0.246467	1.010371	0.965015	0.595718	0.402115	0.616648	1.295814	0.87663	1.32763	1.677044	0.599861	2.344588	0.722673	0.104613	2.192421	2.320911
5	0.000029	0.694619	0.833438	5.97082	0.045047	0.685696	0.781459	0.641299	0.805202	0.640886	0.426251	0.783131	1.168429	0.165265	0.556179	1.677044	0.762108	0.039083	1.383359	0.152929	1.811324	2.248735
20	0.000079	0.614821	0.784105	3.38514	0.486993	1.468289	1.579502	1.010371	0.623912	0.135742	0.417056	0.997603	0.222338	0.299891	0.736815	1.677044	1.104315	3.495387	3.019752	0.577396	1.980928	0.355104
10	0.000119	0.271636	0.521187	4.91849	0.686581	0.490985	0.485814	0.698931	0.828731	0.406865	0.589506	0.713839	1.136127	1.063216	1.631696	0.068638	0.774642	0.751124	2.387801	0.742542	1.749506	2.196858
10	0.00005	0.129004	0.359171	2.98541	0.166287	0.790377	0.773744	0.633399	0.922268	0.404232	0.45997	0.640566	1.524331	1.070311	1.672066	0.685522	0.42542	1.76256	4.686487	1.700973	1.951922	4.432739
20	0.000095	0.481375	0.693812	5.04627	0.129915	0.789345	0.851334	0.78463	0.901946	0.667999	0.279459	0.777815	1.06829	0.163143	1.621344	0.068638	0.702689	3.174448	2.491318	0.993695	1.954851	1.943339
5	0.000026	0.75817	0.87073	2.76395	0.6841	0.662668	1.744032	0.637468	0.027706	0.353324	0.218338	0.752098	1.214687	0.566266	1.298332	0.231192	0.803137	1.995018	1.513871	0.258227	1.436421	2.166518
10	0.000103	0.333333	0.57735	3.19154	0.522737	0.781468	0.118987	0.694424	1.112765	0.414099	0.420507	1.085047	1.022113	1.496335	1.845979	0.708343	1.104315	1.382068	2.489384	1.406711	1.895817	2.043165
20	0.000098	0.625	0.790569	5.52791	0.409549	0.226254	0.504011	0.141096	1.007132	0.662229	0.45997	0.843488	1.572918	0.611447	1.223162	0.068638	0.68753	3.026325	2.679535	0.472344	2.022354	1.943197
5	0.000131	0.49874	0.706215	3.74241	0.950965	0.751339	0.788478	1.010371	1.318739	0.427332	0.281179	0.766933	1.168353	1.161735	1.29917	0.875376	0.548341	1.86427	1.551584	0.903288	1.55455	1.861394
5	0.000099	0.625	0.790569	2.25676	0.263277	0.666225	0.485814	0.917147	0.802745	0.534728	0.477214	1.1975	1.169363	1.576108	1.2977	1.677044	0.053321	2.274922	1.600174	0.910214	1.97606	2.734284
20	0.000155	0.361023	0.600852	4.65243	0.747804	0.788581	0.738465	0.141096	0.920309	0.429558	0.39864	0.832583	1.029245	0.738241	1.124636	0.231192	0.01995	3.238382	3.07511	0.65385	1.79602	1.736148
5	0.000015	0.625	0.790569	2.76395	0.115259	0.589932	0.789979	0.983482	0.803555	0.426	0.417141	0.467085	1.169211	1.434471	1.298613	0.732262	0.748993	2.09215	0.223999	1.219996	1.640982	2.457677
20	0.00003	0.533333	0.730297	4.51352	0.814073	0.296274	0.583825	0.141096	0.898194	0.61526	0.577982	0.74462	1.198263	0.608459	1.264544	0.723632	0.104908	3.723864	3.628963	0.863604	0.324367	0.139014
5	0.000088	0.625	0.790569	2.25676	0.914921	0.748364	0.797188	0.78463	1.564657	0.423496	0.272325	0.792759	1.168026	0.408293	1.297766	0.875376	2.753596	2.291763	1.670491	2.793383	1.48226	1.773265
5	0.000055	0.269011	0.518663	4.91849	0.129915	0.75287	0.785282	0.648117	0.804624	0.436653	0.356788	0.7772	0.519755	0.374854	1.438358	0.748224	0.776161	2.122789	1.72242	0.759935	1.675782	2.395134
10	0.000053	0.658374	0.811403	6.9558	0.481507	0.583279	0.777691	0.607439	0.430743	0.429931	0.498958	0.753495	1.270359	1.391336	2.320538	0.708628	0.205445	1.958902	2.61289	0.911609	2.071636	1.635681
5	0.00004	0.625	0.790569	2.25676	0.914921	1.28032	0.793803	0.637202	0.105654	0.445307	0.433641	0.607829	1.1691	2.059122	1.298501	0.632116	0.81101	1.7229	1.58006	0.903934	1.813084	2.26244
20	0.000038	0.822417	0.906872	2.98541	1.942191	0.788302	0.246467	0.660168	1.065943	0.685	0.296959	0.576991	1.122343	0.831558	1.242567	0.875376	0.580182	3.434347	3.462014	0.864136	2.13733	1.742618
5	0.000058	0.530523	0.72837	5.86323	0.686412	1.468289	0.413272	0.632382	0.804397	0.463736	0.577982	0.787645	1.166826	1.1596	1.301367	0.747657	0.755553	1.581256	1.631534	0.902268	1.555836	1.936809
5	0.000015	0.917046	0.957625	10.9981	0.703719	1.225495	0.752736	0.141096	0.806194	0.573907	0.543019	0.844843	1.16353	1.153794	1.306121	0.74842	0.205445	1.218292	0.458752	0.929071	1.450611	1.55093
20	0.000098	0.142097	0.376958	5.41152	0.673035	0.76358	0.504011	0.103117	1.434744	0.337091	0.197996	0.712989	0.889189	0.559948	0.556179	0.231192	0.661732	3.193844	2.718352	0.831731	1.969598	1.864623
20	0.000087	0.41245	0.642222	8.74039	0.613288	0.790851	1.061521	1.010371	0.314585	0.441727	0.402306	1.1975	0.741059	0.569468	1.361982	0.875376	0.336202	1.928047	1.978518	1.191972	2.113471	10.208265
20	0.000106	0.824199	0.907854	4.22201	0.596918	0.788695	0.878155	1.010371	1.109027	0.257774	0.505275	1.556094	1.60126	1.226521	1.847553	0.719526	0.68899	3.299974	2.777989	0.581584	2.135053	1.804599
20	0.000068	0.492855	0.702036	5.04627	0.556694	1.244554	0.850779	0.103117	0.287838	0.420772	0.477214	0.969631	0.912906	2.193314	1.387036	0.068638	0.688052	3.052237	2.856707	1.002719	2.011058	1.856535
10	0.000061	0.739778	0.860103	9.09728	0.723098	0.784442	0.781984	0.917147	1.742256	0.355308	0.506031	0.952033	1.370002	1.091712	1.222534	0.723119	0.720292	1.956328	2.274866	0.232285	1.907394	1.32317
5	0.000193	0.770175	0.877596	7.48482	0.045047	0.756235	0.771256	0.103117	0.805243	0.38961	0.392129	0.773188	1.004521	1.157485	1.302527	0.748784	0.184078	2.096432	1.662784	0.900551	1.366968	1.670424
5	0.000026	0.919549	0.958931	6.48204	0.045047	0.471514	0.780344	0.604141	1.3597	0.279088	0.599591	0.799448	1.16733	0.01521	1.301386	0.068638	0.575923	1.783181	1.711601	0.165112	1.044389	1.720234
10	0.000092	0.67003	0.818554	1.95441	0.551355	0.761014	0.788391	0.103117	0.546519	0.662229	0.617567	0.110108	1.473944	0.368517	1.828098	0.632116	0.104908	2.286133	2.285233	0.917937	1.424552	3.042216
5	0.000015	0.747204	0.86441	8.36828	2.01428	0.758536	0.766883	0.983482	1.284503	0.017833	0.279459	1.085047	1.164905	1.157121	1.303609	0.875376	0.348206	1.818525	1.619577	0.900939	1.506204	0.878641
5	0.000179	0.218793	0.467753	10.6451	1.635812	0.189886	0.758486	0.634797	0.807114	0.383103	0.583872	0.846522	1.163516	1.153924	1.438358	0.745291	0.627511	2.196637	1.758618	0.899621	0.092511	1.276217
5	0.000058	0.689545	0.830389	4.22201	0.115259	0.751886	0.786335	0.983482	0.803436	0.283027	0.294179	0.771645	1.168108	1.161231	1.299699	0.875376	0.116911	2.349895	1.558468	0.902214	1.696002	2.347778
10	0.000111	0.333333	0.57735	4.51352	0.202654	0.551948	0.10768	0.917147	0.348516	0.472764	0.363081	0.857058	3.914291	1.893698	1.442501	1.677044	0.178288	1.337391	2.651111	0.903946	1.572741	2.67928
20	0.000061	0.513171	0.716359	4.51352	0.081302	0.78918	0.823175	0.78463	1.284503	0.663167	0.627128	0.741744	1.144975	0.68285	1.853011	0.632116	0.967768	3.267916	2.756881	0.940211	2.03833	1.840382
5	0.000036	0.848616	0.921204	9.4407	1.942191	0.756984	0.761609	0.65379	0.287838	0.650595	0.391888	1.572505	1.093522	1.342943	1.304543	1.677044	0.692665	1.647472	1.634506	0.899505	1.959961	1.419146
5	0.000186	0.611837	0.7822	4.06843	0.685495	0.752703	0.266693	1.010371	0.803665	0.39879	0.361849	0.769098	1.168131	1.161734	1.299586	0.875376	0.524336	1.98234	1.414632	0.903064	1.714535	2.096944
10	0.000015	0.440201	0.663476	4.51352	0.914921	0.77792	1.014114	0.103117	0.786188	0.41844	0.571921	0.803459	1.143687	1.064586	1.705394	1.677044	0.314834	2.566341	2.21703	0.913733	2.163214	2.612027
20	0.000098	0.380398	0.616764	13.1106	0.77139	0.677264	0.768038	0.103117	0.770578	0.320866	0.034351	0.477691	1.263679	1.014539	0.556179	0.875376	0.053321	2.317434	1.380035	0.468222	2.371247	2.375141
10	0.000057	0.604136	0.777262	10.5851	0.770742	0.76078	0.266693	0.103117	0.96384	0.609586	0.498958	1.148365	1.460818	2.191996	1.126884	0.068638	0.411795	1.966588	2.487745	0.370982	2.031777	1.236054
20	0.000053	0.909866	0.953869	9.77205	1.942191	0.844507	0.71879	0.917147	0.647844	0.442107	0.585091	0.680426	1.088699	0.944334	0.556179	0.683472	1.210641	2.702056	2.421142	0.834024	2.18406	2.165561
5	0.000062	0.655478	0.809616	8.29186	0.409549	0.754245	0.766421	0.983482	0.805235	0.662229	0.053644	1.094159	1.486981	1.157072	1.303799	0.231192	0.720657	0.739069	1.33424	0.281993	1.544062	1.604305
5	0.000106	0.43567	0.660053	5.41152	2.01428	0.551948	0.118987	0.78463	0.804374	0.395237	0.594287	1.543749	1.167079	1.160579	1.300989	0.875376	0.759308	1.737916	1.654827	0.902393	1.632391	1.488102
10	0.000015	0.886854	0.941729	15.9577	0.533133	0.746969	0.751615	0.103117	0.736462	0.436653	0.185472	0.853472	1.800082	1.151168	0.556179	0.723272	0.622519	2.382808	2.654582	1.002243	2.318497	0.145004
5	0.000048	0.625	0.790569	2.25676	1.942191	1.244554	0.799763	0.141096	2.070096	0.201931	0.393771	1.443813	1.171259	0.559942	1.296679	0.744257	0.904179	1.465059	1.669399	0.035563	0.14863	0.011693
20	0.000038	0.698203	0.835585	3.56825	0.166287	1.244554	0.820569	1.010371	0.918356	0.36312	0.398398	0.831656	2.276038	2.02866	0.997269	1.677044	0.690433	3.295033	2.878095	0.991492	2.204307	1.737086
10	0.000023	0.275236	0.524629	4.06843	1.725923	0.764561	0.317128	0.983482	1.83778	0.38612	0.384219	1.443813	1.092786	1.130764	1.795019	0.875376	0.906392	1.587032	2.281277	0.541392	2.238795	2.604259
10	0.000073	0.650258	0.806385	4.06843	1.725923	0.551948	0.782767	0.103117	0.027706	0.533923	0.379849	0.648562	1.151167	1.098694	0.556179	0.679144	0.496754	1.583281	2.876075	1.164405	2.024827	3.951961
20	0.000087	0.910987	0.954457	6.07651	0.477464	0.471514	1.014114	0.141096	0.041462	0.40029	0.399022	0.792759	1.050345	0.793262	0.556179	0.70973	0.669617	2.981529	2.581121	0.987778	1.961564	1.94585
5	0.000088	0.640943	0.800589	9.02703	0.687767	1.468289	0.317128	0.642779	0.041462	0.389348	0.426251	0.832404	1.164805	1.156217	1.30394	0.068638	0.347781	2.179726	1.550538	0.640875	0.082276	0.281296
20	0.000049	0.685533	0.827969	5.52791	0.409549	0.393629	1.744032	1.010371	1.035698	0.423778	0.498958	1.215209	1.04384	0.782812	2.110366	0.068638	0.688409	3.107131	3.261045	0.892128	2.027949	1.938593
5	0.000095	0.282156	0.531183	6.07651	0.914921	0.517197	0.777278	0.78463	0.024802	0.424777	0.363986	0.792759	1.166479	1.227013	0.556179	1.677044	0.75074	2.262866	1.766958	0.076423	2.063639	2.281208
5	0.000153	0.625	0.790569	2.76395	0.683922	1.244554	0.266693	0.635759	0.309847	0.42127	0.392056	0.752942	1.16916	1.163269	1.298812	0.231192	0.805927	1.928326	1.581261	0.903901	1.512953	2.198322
20	0.00003	0.614257	0.783746	2.98541	1.725923	1.444785	1.014114	0.141096	0.657412	0.562822	0.121863	0.736793	0.896325	0.93606	0.556179	0.723936	1.252864	3.281202	3.688323	0.909853	2.256801	1.799685
20	0.000061	0.345632	0.587905	15.5536	0.746511	0.7902	0.881941	0.917147	0.552361	0.374042	0.402632	0.684968	0.15932	0.559942	0.556179	0.651144	0.560412	2.200061	0.764328	0.640877	2.219422	2.532268
20	0.000102	0.962411	0.981025	5.75363	0.664479	0.226254	0.752004	0.658106	0.656028	0.413897	0.420507	0.150964	1.193073	0.626963	1.199915	0.711398	0.688404	3.069959	2.702321	1.240953	2.10231	1.887223
5	0.000058	0.375	0.612372	3.19154	0.534058	0.583279	0.266693	0.141096	0.370677	0.157876	0.536116	1.431174	1.167867	0.09316	1.298666	0.231192	0.091375	3.358648	1.209136	0.905059	1.291044	2.548292
5	0.000058	0.30455	0.551861	4.37019	0.534058	0.753704	0.118987	0.983482	0.803649	0.442107	0.165326	0.777798	1.1684	0.278337	2.761628	0.742498	0.783704	2.476816	1.766958	0.903355	2.051081	2.180819
5	0.000011	0.5	0.707107	4.65243	0.686419	0.751157	0.783731	0.917147	0.804005	0.387333	0.384007	0.771963	1.168683	1.161189	1.300214	0.748001	0.943762	0.25308	1.536314	0.314605	1.832083	1.847292
5	0.000058	0.333333	0.57735	4.51352	0.684811	0.752878	0.10768	0.630418	0.804164	0.294061	0.506824	0.576991	0.315166	1.161953	1.300094	0.748779	0.803641	1.984918	1.830348	0.903087	1.811964	2.143984
20	0.000091	0.933745	0.966305	11.3961	1.329433	0.844507	0.527609	0.917147	0.706425	0.135742	0.515641	0.84126	0.519755	1.110627	1.440017	0.231192	0.646274	1.84005	0.458752	0.901297	2.169726	2.227381
20	0.000117	0.364979	0.604135	5.17088	0.263277	0.789686	0.8699	0.983482	0.921924	0.426056	0.457214	0.622202	0.939588	0.881878	2.592489	0.875376	3.424748	2.932055	2.388471	1.063084	2.021054	1.867762
10	0.000187	0.877593	0.936799	7.5694	0.555627	0.74814	0.246467	0.141096	1.106904	0.292267	0.382941	0.678837	1.275905	1.086358	1.363686	0.713107	0.904179	2.324941	2.613108	0.919047	1.969145	1.596589
10	0.000077	0.333333	0.57735	4.51352	0.251155	0.7848	0.780988	0.649645	0.430743	0.546384	0.519702	0.477691	1.136025	1.059017	1.640352	0.706726	0.580182	1.481924	2.437275	0.91832	1.751192	2.202906
10	0.000119	0.596122	0.772089	4.78731	1.329433	0.685696	0.317128	0.983482	0.133318	0.172241	0.429434	0.826806	1.183799	0.986544	0.556179	1.677044	2.753596	1.30985	3.07312	0.925907	2.436878	2.953904
20	0.000064	0.749226	0.865578	7.5694	0.160532	0.677264	0.883795	0.983482	0.912804	0.36312	0.279459	0.832577	1.071329	0.875199	1.271978	0.700818	0.01995	2.998681	2.06042	0.747268	2.056778	2.02327
20	0.000091	0.719262	0.848093	4.06843	0.666798	0.662668	0.814216	0.659412	1.001959	0.417954	0.196131	0.648445	0.170783	0.662871	2.429037	0.231192	2.78739	3.377592	3.377761	0.541392	0.460537	1.791042
20	0.000053	0.818714	0.904828	5.29257	0.534058	0.471514	0.821833	0.658455	0.842325	0.320866	0.224423	1.080491	1.056708	0.978574	1.523432	1.677044	0.689214	3.206645	2.495704	0.662122	2.093018	1.850813
20	0.000133	0.637546	0.798465	3.38514	0.779169	0.685696	0.485814	0.103117	0.024802	0.531206	0.397759	0.792759	0.789725	0.499742	0.115089	0.632116	0.680976	3.659763	3.306205	1.744074	0.433814	1.898803
5	0.000139	0.129588	0.359984	2.98541	0.682816	0.751236	0.246467	0.983482	1.742256	0.403007	0.419397	0.759703	1.169029	1.162917	1.298788	0.068638	0.804161	1.768681	1.71841	0.902669	1.282235	1.873183
20	0.00017	0.921151	0.959766	5.6419	0.481507	0.789727	0.266693	0.103117	0.033056	0.406729	0.398998	0.650351	1.133402	0.882953	0.912581	0.713868	0.693547	3.010558	2.036511	0.701378	2.105688	1.882186
10	0.000015	0.307334	0.554377	7.5694	0.202654	0.296274	0.246467	1.010371	0.901633	0.292267	0.374131	0.988296	1.288625	1.079456	1.370815	0.068638	0.744914	0.062671	2.536068	0.650026	1.693352	1.185975
5	0.000066	0.558687	0.747454	3.74241	0.683975	0.752295	0.266693	0.78463	0.166178	0.279249	0.622421	0.761585	1.169013	0.60155	1.299232	0.748577	0.790422	2.235213	1.710084	0.903271	1.751331	2.302363
5	0.000026	0.37868	0.61537	3.56825	0.045047	0.751697	0.784559	0.632398	0.122314	0.017833	0.391011	0.753253	0.519755	2.790556	0.556179	0.632116	0.943762	2.513703	1.702502	0.902406	1.961122	2.602749
20	0.000083	0.377204	0.614169	4.78731	0.44699	0.662668	1.579502	0.657933	0.646552	0.684121	0.400616	0.617049	1.389761	0.187077	6.290345	0.716374	0.881202	1.98234	1.637046	1.082387	1.971992	1.823626
5	0.000055	0.551003	0.742296	5.17088	0.679461	0.471514	0.246467	1.010371	0.80215	0.610267	0.388184	0.110108	1.16626	1.161365	0.115089	0.875376	5.997421	3.946284	1.918627	0.885364	0.440651	0.041367
10	0.000061	0.742411	0.861633	7.89865	0.741959	0.779673	1.720156	1.010371	1.345944	0.161976	0.364749	0.858023	0.15932	1.096263	1.359392	0.068638	0.726654	1.039801	2.57034	0.907381	2.013935	1.681941
20	0.000098	0.884281	0.940362	7.48482	0.409549	0.662668	0.908566	0.657168	0.797817	0.279088	0.083643	0.802295	0.330477	1.361732	1.287053	0.231192	0.417585	3.023794	2.226113	0.91311	2.020516	1.998501
5	0.000015	0.861286	0.928055	6.86366	0.686367	1.244554	0.778228	0.917147	0.149825	0.393967	0.595665	1.089603	1.167143	0.368517	1.302386	0.068638	0.738832	1.626722	1.595079	0.258227	1.200362	1.756746
5	0.000022	0.732448	0.855832	5.04627	1.329433	0.685696	1.570966	1.010371	0.802531	0.387926	0.392349	0.773188	1.168002	0.733812	1.300336	0.875376	0.275249	1.659287	1.53802	1.184045	1.5338	1.723334
5	0.000117	0.533333	0.730297	5.04627	0.613288	0.753119	0.783067	0.641827	0.133318	0.39598	0.270252	0.53028	0.009463	1.161215	1.301037	0.068638	1.06473	1.909604	1.679452	0.904553	1.675227	2.106917
