BSG	AF	Ani	Ecc	EqD	prolif1	prolif2	alp	ars	vAF	vAni	vEcc	vEqD	tlength	tvolume	tnodes	scr	ulength	uarea	uvolume	vlength	varea	vvolume
10	0.000042	0.333333	0.57735	3.19154	2.01428	0.745214	0.783518	0.141096	0.98142	0.065175	0.403849	0.764252	1.057979	0.566266	0.997269	0.231192	0.790485	1.260876	2.450831	0.911481	2.025644	3.767365
10	0.000031	0.554167	0.744424	5.6419	0.671112	0.781666	0.773816	0.917147	0.569368	0.387333	0.43091	0.068738	1.185089	1.074881	1.510837	0.632116	0.764074	2.379732	2.624296	0.90969	1.988142	2.744591
10	0.00005	0.844156	0.91878	5.04627	1.077121	0.806911	0.10768	0.917147	1.008925	0.390614	0.583872	0.337902	0.744337	1.081548	1.398036	0.231192	0.569709	3.119691	8.406366	1.627498	2.806272	7.355343
10	0.000061	0.587409	0.766426	11.5073	0.669158	0.771868	0.317128	0.103117	2.001777	0.085171	0.589506	0.846132	1.494459	1.107061	0.556179	0.632116	0.692883	2.195181	2.152954	0.444158	2.000685	1.067895
10	0.000031	0.682029	0.82585	4.78731	1.131188	0.844507	0.778032	0.78463	0.834824	0.15393	0.436483	0.868736	3.914291	1.066325	1.391079	0.632116	0.764098	2.195698	2.019929	0.909146	1.321305	2.691521
20	0.000144	0.806489	0.898047	7.65304	0.556694	0.789654	1.720156	0.141096	0.796511	0.309085	0.616262	0.830631	0.963771	0.832695	1.564943	0.690238	0.681654	2.239376	1.561805	0.895075	5.600282	2.062967
10	0.000053	0.333333	0.57735	4.51352	1.635812	0.771484	0.791283	0.78463	1.002826	0.406953	0.506824	0.734705	0.008737	1.068061	1.786338	0.716138	0.092906	2.021333	2.698924	0.915091	2.507817	3.327614
20	0.00014	0.559534	0.74802	5.75363	1.635812	0.662668	0.771404	1.010371	0.832735	0.194829	0.530031	0.922553	0.893378	2.193314	1.293753	0.875376	0.399793	3.153795	3.310501	0.859524	2.159273	1.86254
5	0.000015	0.625	0.790569	2.25676	0.522737	0.583279	0.794571	0.634106	0.802821	0.425187	0.416446	0.364774	1.168855	1.362414	1.297404	1.677044	2.753596	2.307546	1.842464	0.902681	2.100919	2.189503
20	0.000133	0.812157	0.901197	7.22515	0.660042	1.17067	0.888386	0.657144	0.83144	0.085171	0.121863	0.827971	0.9528	1.17442	1.061481	0.702329	0.01995	3.007153	2.118756	0.900882	2.053666	1.986187
20	0.000072	0.268814	0.518473	4.91849	0.479965	0.677264	0.932927	0.657867	0.767615	0.424802	0.399566	0.616092	0.914044	0.904372	2.433113	0.632116	2.753596	3.077795	2.625891	1.774447	1.951584	1.867246
20	0.000106	0.333333	0.57735	6.18039	1.329433	1.233323	0.862982	0.983482	0.950953	0.05349	0.094021	0.896277	0.999299	2.882236	1.438358	0.231192	0.64538	3.249303	3.554316	1.008888	0.746155	1.92549
10	0.000077	0.624064	0.789977	5.04627	0.115259	0.786428	0.77975	0.651611	0.883937	0.278166	0.376695	0.81476	1.174886	0.670688	0.556179	0.707029	0.773269	0.49295	2.538431	0.911804	1.386025	1.91742
10	0.000153	0.642448	0.801529	7.1365	0.613288	1.468289	0.777049	0.63149	0.265677	0.065175	0.387483	0.768343	1.317025	1.078804	1.321601	0.875376	0.745531	1.975164	2.825342	0.747268	2.061025	1.779064
5	0.000099	0.829084	0.91054	6.38308	2.01428	0.517197	0.504011	0.103117	0.141266	0.393133	0.389044	0.790343	1.166629	1.159441	1.302052	0.231192	0.508757	1.561527	1.672163	0.90275	1.636539	1.379603
10	0.000119	0.271535	0.52109	4.06843	0.75985	0.788157	1.570966	0.672173	1.32963	0.413897	0.371357	1.443813	1.104125	1.576108	1.744395	0.700733	0.184078	1.031665	2.013605	0.91566	1.761272	2.158466
5	0.000026	0.38068	0.616993	3.56825	0.687766	0.752451	1.579502	0.917147	0.309847	0.353324	0.354788	0.792759	1.168409	0.60155	1.299054	0.875376	0.793724	2.202671	1.546045	1.406711	1.74777	2.368505
5	0.000113	0.866339	0.930773	10.0925	0.635931	0.758477	0.758047	0.639105	0.806124	0.432091	0.404641	1.01617	0.83175	1.155055	1.305255	0.632116	1.222645	1.769003	1.692539	0.65385	1.569927	1.434792
10	0.000061	0.551617	0.742709	5.17088	0.635931	0.677264	0.118987	1.010371	1.3597	0.083297	0.436483	0.713839	0.008737	1.069514	1.747678	1.677044	0.814508	1.963412	2.908063	1.309473	2.767121	2.516986
20	0.000027	0.875599	0.935734	7.81764	0.613288	0.789738	0.10768	0.656494	0.615067	0.083297	0.218338	0.713191	1.368657	1.851577	0.713857	0.699075	0.369573	2.898647	1.838295	0.288357	2.160154	1.974172
5	0.000095	0.807219	0.898454	4.06843	0.129915	0.551948	1.014114	0.610366	0.803462	0.041687	0.627128	0.870161	1.486981	1.161265	1.299521	0.747769	0.803641	1.882878	1.711375	0.900383	1.439376	1.784075
10	0.000065	0.915859	0.957005	3.90882	0.045047	1.244554	0.781142	0.702222	0.898326	0.420772	0.387081	0.796228	1.11074	1.056444	0.556179	0.231192	0.789029	0.843163	2.636636	0.472344	1.091819	2.010916
20	0.000015	0.897141	0.947175	5.04627	0.190532	0.583279	0.485814	0.983482	1.100342	0.596963	0.290764	1.543749	1.109338	1.247947	1.612644	0.231192	0.686538	3.29216	2.364467	0.332356	2.07073	1.873998
5	0.000015	0.667247	0.816852	3.90882	0.556694	0.752586	0.10768	0.78463	0.802317	0.650595	0.577982	0.77101	1.165745	6.369537	1.301792	0.068638	0.144493	1.175232	1.463232	0.742542	2.209793	2.089418
5	0.00008	0.229497	0.479058	5.75363	0.950965	0.844507	0.413272	0.983482	0.804429	0.079167	0.506031	0.788239	1.167499	0.400135	1.300971	0.747004	0.275249	2.208711	1.731956	0.9022	1.631113	1.928876
5	0.000029	0.763409	0.873733	6.86366	0.481507	1.444785	0.773376	1.010371	0.805807	0.429931	0.395373	0.908347	1.166325	1.157827	1.301599	0.71128	0.744021	2.154764	0.955146	0.900588	0.082276	0.058486
20	0.00003	0.722847	0.850204	11.0558	0.613288	0.788867	0.817344	0.983482	0.975864	0.39558	0.400929	0.778447	1.086286	0.995435	1.532761	0.231192	0.627511	3.040905	2.02412	0.865297	0.580994	0.355104
10	0.000031	0.625	0.790569	2.76395	0.669888	0.768338	0.504011	0.917147	0.033056	0.477799	0.42789	0.748294	0.178215	1.058181	7.172525	0.875376	0.794197	3.519962	2.76772	0.914149	3.107842	0.307376
10	0.000164	0.415375	0.644496	3.90882	0.409549	0.896554	0.783234	0.670572	1.8173	0.533351	0.636713	0.9427	1.07281	1.053128	0.556179	0.632116	0.524336	1.25677	2.064945	0.917657	1.363935	2.45809
5	0.000088	0.680797	0.825104	4.51352	0.681161	0.752191	0.246467	0.141096	1.284503	0.395529	0.617579	0.745043	1.167337	1.155749	1.299997	0.875376	0.803641	6.614151	1.634877	0.90498	4.384358	7.355343
20	0.000072	0.247138	0.49713	3.74241	0.251155	0.189886	0.485814	0.659635	1.3597	0.472925	0.456165	0.618338	1.221734	0.97936	1.96815	0.722381	1.210641	3.484086	2.780224	2.142478	1.957143	1.783999
20	0.000079	0.533333	0.730297	5.97082	0.081302	0.790092	0.266693	0.103117	0.825816	0.286242	0.636713	0.64041	1.167645	0.882953	1.216451	0.711137	0.694952	3.091012	1.969246	0.910405	2.071779	1.903014
5	0.000015	0.625	0.790569	2.25676	1.131188	0.75117	0.504011	0.78463	0.801922	0.279249	0.29091	0.456455	1.167318	4.970101	1.299538	0.746351	0.985562	1.897382	1.574727	1.700973	2.350591	1.966604
5	0.000091	0.168	0.409877	2.98541	0.684321	1.233323	0.794604	0.628453	1.16162	0.402765	0.315435	0.758938	1.169038	0.435558	1.298554	0.231192	0.575923	1.762564	1.640084	0.903521	1.262563	2.091094
10	0.00018	0.407935	0.638698	5.04627	1.131188	0.226254	0.787619	0.983482	1.339219	0.546384	0.414995	0.814108	1.128379	1.462785	1.683411	0.716913	0.770677	1.78022	2.313364	0.909812	2.099654	2.8061
20	0.000079	0.359665	0.599721	5.75363	0.409549	0.789875	0.246467	0.78463	0.22441	0.496391	0.477214	0.624751	1.133229	0.890534	1.148647	0.875376	0.68474	3.057374	2.096524	0.885364	2.076545	1.911281
5	0.000069	0.333333	0.57735	4.51352	0.686174	0.752983	0.78879	0.78463	0.804263	0.150357	0.116582	0.773757	0.834859	0.01521	1.438358	0.74832	0.524336	2.47799	1.644335	0.88318	1.612687	2.090211
10	0.000122	0.869544	0.932493	5.6419	0.666644	0.490985	1.579502	0.78463	1.031724	0.414308	0.197996	0.815902	1.461878	0.400135	1.47635	0.875376	0.759606	1.340662	2.358443	1.357303	1.674046	1.914337
20	0.000114	0.948864	0.974097	9.02703	0.71597	1.28032	0.266693	0.983482	1.018104	0.398479	0.387081	0.658452	1.004521	1.11797	0.556179	0.692422	0.61941	2.914494	1.570577	0.820171	1.963104	2.082138
10	0.000023	0.272682	0.52219	4.91849	0.759271	0.666225	0.780398	1.010371	0.881466	0.414466	0.382681	0.812256	2.612284	1.067158	1.512213	0.719694	0.770445	1.512668	2.066092	0.910136	1.567065	2.314494
20	0.000095	0.8928	0.944881	4.91849	0.718728	0.78007	0.504011	0.983482	1.320035	0.451906	0.290764	1.160341	0.321999	0.146131	2.112043	0.711252	0.88281	8.031656	7.461282	1.681632	2.042632	1.842975
10	0.000015	0.657384	0.810792	9.37302	0.276846	1.244554	0.780073	0.917147	0.759811	0.428643	0.389274	0.886455	1.408484	1.089383	0.976918	0.690264	0.719909	0.654668	3.062579	0.909985	2.373098	1.641182
10	0.000015	0.766775	0.875657	5.04627	0.656744	0.551948	1.579502	0.639289	1.564657	0.463736	0.449385	1.272354	1.148699	1.07677	1.646141	1.677044	1.001141	1.9408	2.061019	0.902656	1.946863	1.848567
10	0.000149	0.275765	0.525133	4.06843	1.725923	0.741902	0.792637	0.141096	2.008655	0.405254	0.365784	1.547864	1.494949	1.087469	1.761967	0.231192	0.065324	1.575782	1.890121	1.164405	1.854951	2.566938
20	0.000015	0.625	0.790569	5.29257	0.640821	0.788814	0.826827	0.658897	2.12466	0.426	0.398998	1.020799	1.070975	0.895649	1.86941	0.231192	0.679159	3.318515	2.934556	0.709359	2.043082	1.885924
20	0.000098	0.368501	0.607043	4.91849	0.652655	0.788858	0.504011	0.658677	0.768702	0.421234	0.616799	1.175235	1.230754	1.049899	0.556179	1.677044	0.658804	3.195342	2.684592	0.180028	2.149747	1.828826
10	0.000015	0.533333	0.730297	5.04627	0.669888	0.393629	0.780747	0.917147	0.560503	0.39256	0.474702	0.852202	0.591338	0.01521	1.642663	1.677044	0.104908	1.038388	2.72362	0.909685	2.112481	2.203762
20	0.000125	0.684705	0.827469	6.18039	0.750959	0.789091	0.118987	0.983482	0.902567	0.533351	0.508641	0.713914	1.145801	0.942916	1.320536	0.875376	0.490541	3.561785	2.548419	0.978541	0.655708	0.410083
20	0.000011	0.665342	0.815685	4.51352	1.942191	0.490985	0.680348	0.103117	0.188493	0.201931	0.224423	1.006887	2.059075	2.191996	0.951885	0.713316	0.275249	3.05933	3.600906	0.851173	2.099591	1.845003
20	0.000106	0.721046	0.849145	6.28255	0.674413	0.583279	0.864671	1.010371	0.976064	0.34579	0.573762	1.556094	0.892217	1.111475	1.573748	0.068638	0.66728	3.125109	2.532469	0.582319	2.077414	1.964299
5	0.000084	0.333333	0.57735	4.51352	0.687011	0.662668	0.781472	0.917147	1.742256	0.676485	0.513348	0.41359	0.178215	1.893698	1.300141	0.746877	0.782479	1.174055	1.720077	0.902626	1.630996	1.888571
10	0.000092	0.605856	0.778367	7.89865	0.669888	0.747697	0.755601	0.634658	1.038584	0.444176	0.594287	0.782986	1.298973	1.089623	1.354717	0.71328	0.732419	2.66658	0.340858	1.663934	2.287012	1.125247
5	0.000172	0.625	0.790569	2.25676	0.681169	0.296274	0.266693	0.103117	2.001777	0.353324	0.454519	0.753495	1.169152	1.163389	1.297456	0.875376	1.222645	1.911162	1.77854	0.911577	1.509544	1.851219
20	0.000163	0.519192	0.72055	12.3608	1.131188	0.790172	1.099139	0.653217	0.859381	0.257774	0.406276	0.174111	0.789725	0.753912	1.894552	0.068638	0.630021	1.985424	1.32951	1.082387	2.093818	2.332228
10	0.000092	0.757814	0.870525	2.76395	0.522737	0.791032	0.786694	0.917147	1.345944	0.558568	0.392713	0.882855	1.020149	1.056969	1.862443	1.677044	0.798265	2.430751	2.372604	0.913386	1.869554	2.369596
5	0.000015	0.588139	0.766902	5.41152	1.725923	0.763411	1.014114	0.608941	1.83778	0.25538	0.419397	0.782766	0.881586	1.15997	1.300673	0.748468	1.252864	1.340796	1.697052	0.90322	1.353439	1.055614
5	0.000055	0.376806	0.613846	8.81292	0.688919	1.233323	0.764069	1.010371	0.805222	0.041687	0.083643	0.813787	1.164503	1.156124	1.304257	0.747966	0.548341	2.446931	1.538079	1.346211	1.73305	1.674994
20	0.000163	0.140661	0.375048	7.04673	0.950965	0.78771	1.720156	0.657863	1.031859	0.508597	0.406276	1.080491	0.783021	0.49985	1.791894	0.068638	0.661783	2.7968	3.311465	0.165112	2.059437	1.960171
10	0.000096	0.333333	0.57735	4.51352	0.115259	0.795857	0.787232	0.983482	1.031859	0.176678	0.488373	0.812131	1.111393	1.056363	1.625427	0.068638	0.783308	0.407112	2.36918	0.779275	1.503256	1.722461
10	0.000053	0.393834	0.627562	4.22201	0.718543	0.799394	1.014114	0.78463	1.434744	0.411407	0.404641	1.188608	1.119298	1.065986	1.747832	1.677044	0.116911	1.992082	2.147449	0.904931	1.992107	2.230707
20	0.000049	0.850087	0.922001	2.25676	0.763037	0.788097	0.703045	0.103117	0.864056	0.428495	0.384007	0.846132	0.863295	0.870466	1.323851	0.231192	0.719319	3.672989	3.758756	0.962762	0.643488	1.706652
20	0.000163	0.759956	0.871755	7.04673	0.689635	1.468289	1.170158	0.78463	0.98152	0.390914	0.56147	0.763342	1.263679	2.191996	1.963088	0.875376	0.8886	2.920754	2.646204	1.068998	2.110554	1.926415
5	0.000157	0.590816	0.768645	5.75363	0.613288	0.752289	0.10768	0.78463	0.804065	0.471687	0.456165	1.006887	1.166248	1.496335	1.300903	1.677044	1.210641	2.271862	1.724677	0.898832	2.060673	2.122104
5	0.000091	0.932175	0.965492	7.1365	0.534058	0.755226	1.014114	0.631517	0.803835	0.662251	0.390681	0.576991	1.165943	1.577554	1.438358	0.068638	0.205445	1.084194	1.530071	0.900959	2.317984	2.973109
5	0.000015	0.625	0.790569	2.76395	0.477464	0.662668	0.485814	0.646315	0.041462	0.369976	0.419666	0.754543	0.222338	1.163813	1.298708	0.747756	0.81158	2.081136	0.581816	0.675368	1.775926	2.550975
5	0.000029	0.625	0.790569	2.25676	0.166287	1.244554	1.579502	0.625349	0.803561	0.406867	0.391529	0.732097	1.04384	1.162197	0.556179	0.068638	1.222645	1.790835	1.483588	1.822277	1.115267	2.304367
10	0.000122	0.726338	0.852255	4.22201	0.677075	0.296274	1.720156	0.648484	0.876532	0.397994	0.56147	0.53028	1.214687	1.072052	1.663018	0.875376	0.621298	1.703782	2.235838	0.909233	1.757769	2.800518
20	0.000151	0.14847	0.385318	5.52791	0.914921	1.244554	0.800045	0.78463	0.845115	0.390914	0.645859	0.699853	1.572918	0.670688	1.45853	1.677044	0.681465	3.05049	2.610165	0.992003	2.134796	1.81464
5	0.000015	0.532664	0.729838	13.7273	0.689432	0.296274	0.739075	0.983482	0.806885	0.176678	0.476641	1.139375	1.161024	1.151152	1.30852	0.748268	0.630966	2.114611	1.628892	0.342795	1.76311	1.242073
10	0.000088	0.511917	0.715483	5.52791	0.805729	0.226254	1.744032	0.78463	2.070096	0.425736	0.41691	1.584776	1.141928	1.078354	1.59552	0.068638	0.77692	0.048996	1.806694	0.910663	1.478672	1.441118
5	0.000026	0.389915	0.624432	4.65243	1.131188	0.296274	0.785989	0.78463	0.049715	0.428643	0.248179	0.110108	2.644882	1.159951	1.299875	0.875376	0.773045	2.404457	1.498795	0.902548	2.085907	2.053336
5	0.000022	0.625	0.790569	2.25676	0.202654	0.896554	0.798468	0.983482	0.802818	0.429931	0.389469	0.16255	1.168792	1.16286	1.297767	0.875376	3.57951	2.223523	1.788615	0.903326	1.751861	2.009349
5	0.000048	0.562922	0.750281	5.17088	0.251155	0.754887	0.485814	0.637344	0.804653	0.201931	0.583872	1.130361	1.166909	1.159718	1.300968	0.75033	0.76992	2.475196	1.635573	2.421223	1.765015	2.332903
5	0.000197	0.333333	0.57735	4.51352	2.01428	0.753353	0.789459	0.78463	0.80391	0.39724	0.476641	0.772535	1.168307	0.187077	1.299727	0.749231	0.484751	1.569715	1.644884	1.207814	1.507929	1.568398
5	0.000015	0.48092	0.693484	4.78731	0.68731	0.753527	1.579502	0.78463	0.803765	0.410477	0.39182	0.467085	1.167925	1.160243	1.30023	0.632116	0.059534	1.653038	1.514054	0.903275	1.618567	2.080161
10	0.000065	0.273333	0.522812	4.06843	0.115259	1.444785	0.780767	0.680538	0.550841	0.115176	0.45708	0.150964	0.148975	1.054846	1.689928	0.068638	0.787523	1.574003	2.683358	0.912424	1.862001	2.201547
10	0.000184	0.601011	0.775249	4.22201	0.115259	0.517197	0.770821	0.78463	1.229939	0.430047	0.508153	0.817092	1.087075	1.063493	1.700358	0.73776	0.77602	1.879821	1.828255	0.912646	1.550052	1.751873
10	0.000015	0.681002	0.825229	4.78731	0.607732	1.468289	0.782876	0.917147	0.849013	0.413516	0.607774	0.806873	1.167707	1.957762	0.556179	0.632116	0.775477	2.181711	2.641159	0.51878	1.705122	2.882926
20	0.000034	0.786697	0.886959	3.74241	1.329433	0.896554	0.715549	0.659492	1.742256	0.387926	0.43091	0.008727	1.175104	0.696986	1.360778	0.719028	0.691227	3.248523	3.238806	1.164681	2.767121	1.710032
10	0.000142	0.537123	0.732886	10.2179	0.202654	0.762403	0.765133	0.141096	0.698329	0.420354	0.296959	0.884148	1.432012	1.227013	0.930129	0.711456	1.079886	0.654668	2.519449	0.908139	2.312727	1.043172
20	0.000076	0.873539	0.934633	2.25676	0.640102	0.296274	0.797408	0.78463	0.22441	0.279088	0.339508	0.811907	1.093522	0.925013	1.100874	0.732406	0.42542	3.425178	3.239907	0.957876	2.102151	1.690467
10	0.000126	0.717786	0.847222	8.36828	1.077121	0.76809	1.570966	0.6699	0.398638	0.150357	0.40458	0.197087	3.482088	1.083245	1.030052	0.231192	0.569709	2.668627	2.094464	0.803642	1.553503	2.785281
10	0.000107	0.550686	0.742082	5.17088	0.693257	1.233323	1.744032	0.679339	0.96387	0.442649	0.472336	0.827481	1.143327	1.065946	2.761628	0.231192	0.764863	2.173481	2.108053	0.913081	1.901666	1.508565
20	0.000098	0.702341	0.838058	7.22515	1.131188	0.789335	0.413272	0.657392	0.751921	0.432091	0.351203	1.01617	0.487562	1.571924	0.921526	0.699937	0.484751	3.06371	2.385464	0.613136	2.073826	1.986362
10	0.000115	0.625	0.790569	2.25676	0.129915	0.782021	0.10768	0.78463	0.574284	0.555017	0.363081	0.265107	1.736467	1.045036	1.798099	0.632116	0.808106	1.941459	2.532557	0.914461	1.390533	2.469574
10	0.000138	0.625	0.790569	2.76395	0.666684	0.159977	1.720156	0.141096	0.908221	0.343015	0.384007	0.770374	1.027125	1.067021	1.869595	1.677044	0.536338	1.863424	2.069853	0.911474	1.913908	2.833931
20	0.000038	0.780944	0.883711	9.83698	0.833739	0.789241	0.713272	0.141096	0.041462	0.387444	0.536116	0.30976	0.778092	2.193314	1.12665	0.685566	0.077327	2.589714	1.996025	1.291094	2.106294	2.099341
20	0.000151	0.537668	0.733259	8.13686	0.703552	0.789335	0.835842	0.983482	0.041462	0.42127	0.400484	0.80539	1.077637	0.670688	1.057993	0.231192	0.411795	2.777601	2.032425	0.969786	2.022422	2.121372
20	0.000174	0.625	0.790569	14.4503	0.791492	0.393629	1.152327	0.917147	0.22441	0.362959	0.527019	0.706698	1.200036	1.015387	1.301504	0.657598	0.369573	1.387414	0.223999	1.219996	2.031654	2.492958
5	0.000058	0.731494	0.855274	6.28255	0.166287	0.752816	0.246467	0.78463	0.804099	0.610267	0.617567	0.678837	1.166637	0.845398	1.301023	1.677044	0.752745	2.060762	1.755473	0.900163	1.960948	2.326837
5	0.000029	0.271731	0.521278	4.91849	0.950965	0.752752	0.317128	0.612281	0.803835	0.041687	0.624872	1.125855	1.214687	2.191996	1.438358	0.875376	0.767546	2.16702	1.755522	0.901298	1.969038	1.980022
20	0.000027	0.556066	0.745698	2.25676	0.129915	1.444785	1.579502	0.660939	1.742256	0.283027	0.398098	0.714494	0.114999	0.165265	1.787706	0.068638	1.104315	3.511162	3.408471	0.940928	1.965876	1.714375
10	0.000031	0.333333	0.57735	4.51352	0.679286	0.583279	1.579502	0.689022	0.182991	0.42113	0.498055	0.402813	1.136067	1.065197	1.59731	0.068638	0.906392	0.901951	2.37961	0.908838	1.745659	2.675947
5	0.000036	0.296	0.544059	5.75363	0.696245	0.393629	0.78488	0.983482	0.041462	0.414102	0.471995	0.788152	1.171431	0.64911	1.300646	1.677044	1.034511	0.879988	4.609606	0.897179	1.232195	0.027144
20	0.000061	0.815231	0.902901	9.96558	0.129915	1.244554	1.170158	0.983482	0.777093	0.337091	0.615335	0.738575	0.834859	0.30244	0.996627	0.068638	0.659875	2.685977	1.544137	0.958272	2.001756	2.200589
20	0.000087	0.666742	0.816543	5.04627	0.263277	0.896554	1.170158	0.983482	0.923415	0.268003	0.399168	0.803995	0.974615	0.997543	1.464467	0.231192	0.696457	3.161157	2.793858	0.944359	2.029799	1.881574
10	0.000069	0.744707	0.862964	7.5694	0.597109	0.770929	0.10768	0.983482	1.70802	0.6736	0.616262	0.909186	1.248351	1.073861	1.390154	0.068638	0.404052	1.96293	2.545586	1.822277	1.762859	1.524929
5	0.000015	0.625	0.790569	2.25676	0.635931	0.490985	0.789984	0.983482	0.802815	0.08334	0.120253	0.753963	0.008737	1.576108	1.297857	1.677044	0.053321	2.596877	1.744938	0.903861	2.129161	2.467872
20	0.00017	0.903629	0.950594	7.48482	0.190532	0.790591	0.978338	1.010371	0.499949	0.538901	0.400248	0.675628	0.16933	1.154817	2.023543	0.697259	0.656265	2.960144	1.935189	2.421223	2.009738	4.432739
5	0.00011	0.625	0.790569	2.76395	2.01428	0.551948	1.014114	0.628586	0.80313	0.400281	0.392987	0.755108	1.169172	1.162686	1.297907	1.677044	0.484751	1.713607	1.684477	0.904355	1.929793	1.77659
10	0.000031	0.625	0.790569	2.25676	0.591606	0.771585	0.485814	0.983482	0.099693	0.42895	0.430592	0.656851	1.025182	1.026344	1.822986	0.722	2.221628	0.830733	2.821957	0.011496	1.828792	2.375114
5	0.000062	0.118696	0.344522	7.1365	1.329433	0.666225	0.768674	1.010371	0.182991	0.364299	0.364227	0.678837	1.165572	2.191996	1.302557	1.677044	0.733756	2.170954	1.811842	0.899732	2.463114	2.044501
20	0.000072	0.59424	0.770869	6.86366	0.522737	0.159977	0.791517	0.141096	0.774706	0.253162	0.595665	0.648562	1.066645	0.557254	1.283666	0.703535	0.548341	2.979728	2.469703	0.929071	2.068211	1.979863
10	0.000061	0.333333	0.57735	4.51352	1.725923	1.244554	1.744032	0.983482	0.214671	0.610267	0.165326	0.402813	1.137193	1.062844	1.623324	0.231192	0.788598	3.018479	0.955146	0.913246	2.323907	3.09077
20	0.000038	0.380469	0.616821	14.8843	0.115259	0.790802	0.945321	0.65157	0.771231	0.157876	0.185472	0.740539	1.118689	0.858646	1.427226	1.677044	0.178288	2.213755	0.419644	0.788123	2.0282	2.449546
10	0.000023	0.93477	0.966835	9.64088	0.166287	0.7729	0.765073	0.917147	0.96071	0.400336	0.288996	0.908347	1.424145	0.020796	1.07026	0.632116	0.712192	0.893396	2.705056	1.346211	1.664553	0.476101
10	0.000053	0.541966	0.736183	4.37019	0.737611	0.787823	0.777495	0.983482	0.806715	0.079167	0.270252	0.53028	1.113694	1.070896	1.639856	0.632116	0.780904	1.592316	2.640288	0.9086	1.909229	2.58079
5	0.000033	0.456867	0.675919	10.4031	0.692411	0.758188	0.756651	0.141096	0.806386	0.660677	0.345922	0.834253	0.15932	1.155092	1.305503	0.748903	0.686674	1.482372	1.696882	0.900798	1.771912	1.735847
20	0.000049	0.369422	0.607801	10.5851	1.131188	0.789551	0.485814	0.983482	1.147864	0.463736	0.401133	0.74634	0.896325	0.828384	1.140503	0.679436	0.369573	2.640996	1.82273	0.281993	2.107172	2.203766
10	0.000046	0.625	0.790569	2.76395	0.191563	0.844507	1.744032	0.917147	1.155126	0.320866	0.433641	0.79312	0.315166	2.193314	1.438358	0.671732	0.19608	1.244268	0.019191	1.681632	1.955754	1.736148
20	0.000015	0.709689	0.84243	12.7662	0.534058	0.583279	1.579502	0.653701	1.257144	0.472925	0.387483	0.66877	0.990077	0.293608	1.66417	0.666569	0.116911	2.395165	1.803652	0.51878	2.045928	2.356678
20	0.000091	0.523297	0.723393	7.1365	0.755924	1.225495	0.118987	0.141096	0.881466	0.531206	0.399607	0.70387	1.165506	0.878769	1.233861	0.703499	0.66753	2.95303	1.971887	0.452704	1.79602	1.967656
10	0.000184	0.372579	0.610393	4.78731	1.725923	0.662668	0.774711	0.103117	1.041224	0.533923	0.409272	0.831734	1.037464	1.218948	7.172525	0.67747	0.372211	4.92021	1.941932	0.913133	3.339809	0.756479
10	0.000073	0.666667	0.816497	3.19154	0.612502	0.296274	0.784097	0.652868	1.125113	0.666212	0.207338	0.711406	0.121252	1.067356	1.892472	0.696269	0.797801	1.475265	2.668759	1.700973	1.996851	2.451811
5	0.000011	0.625	0.790569	2.25676	0.160532	0.393629	0.246467	1.010371	1.236664	0.172241	0.474702	0.002677	1.423403	1.163846	1.297883	0.231192	0.813797	2.243584	1.684586	0.902973	1.553999	2.10747
5	0.000179	0.142589	0.377609	2.98541	0.481507	0.296274	0.797441	0.615806	0.80372	0.072563	0.387081	1.130361	2.612284	0.165265	0.556179	1.677044	0.799212	3.118838	1.714904	0.900924	1.761958	2.528749
5	0.000062	0.608944	0.780349	4.65243	0.160532	0.753685	0.785542	0.661923	0.805444	0.15393	0.182033	0.174111	0.881586	1.159775	1.299015	1.677044	0.782701	3.379693	1.758657	1.863435	0.188798	0.44067
10	0.000038	0.333333	0.57735	4.51352	0.081302	0.551948	0.413272	0.78463	0.549725	0.420227	0.382711	0.214208	1.108091	0.845398	1.638647	0.716829	1.222645	1.378893	2.529727	1.082387	1.791271	2.059484
20	0.000102	0.333333	0.57735	6.07651	0.481507	1.28032	0.413272	0.657454	0.033056	0.644598	0.474958	0.456455	0.775712	0.909584	0.904965	0.710129	0.687252	2.959853	2.10141	0.992281	2.026849	1.93812
5	0.000026	0.892999	0.944986	9.09728	0.556694	0.763411	0.765829	0.103117	0.80577	0.201931	0.417141	0.827359	0.266454	0.559948	1.303451	1.677044	0.706083	1.988103	1.946213	0.035563	1.88093	1.779011
5	0.000186	0.625	0.790569	2.25676	1.725923	0.751017	0.796384	0.649094	0.803471	0.544825	0.014534	0.41359	0.178215	1.16426	1.297945	0.748479	0.814507	1.589476	1.656723	0.906013	1.667041	1.736633
20	0.000189	0.5	0.707107	6.07651	0.770742	0.788028	0.758337	0.659469	0.745935	0.399067	0.11079	0.110108	0.881586	1.851577	0.556179	0.231192	0.667949	3.272507	2.983624	1.153668	2.225261	0.027144
10	0.000145	0.625	0.790569	2.76395	0.6309	0.896554	0.413272	0.700708	1.8173	0.382479	0.543019	0.917826	0.956279	1.054713	1.852883	0.068638	0.788379	1.731452	2.360635	2.105139	1.612605	2.197578
5	0.000131	0.65028	0.806399	4.06843	1.942191	0.752082	0.790665	0.78463	0.803422	0.423393	0.392843	0.70387	1.168674	0.64911	0.556179	0.068638	0.621298	1.366207	1.547886	0.978541	1.046355	1.349324
